transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,weekday,income_expense
T05864,U044,,Expense,Utilities,366.0,UPI,Jaipur,Doctor visit,,,,,Expense
T08764,U055,,Expense,Rent,710.0,Card,Mumbai,Netflix subscription,,,,,Expense
T12348,U042,,Expense,Food,480.0,UPI,Lucknow,Salary,,,,,Expense
T07760,U114,,Income,Salary,72217.0,Cash,Kolkata,Grocery shopping ,,,,,Income
T09286,U160,,Expense,Travel,1945.0,Cash,Jaipur,Gift via app,,,,,Expense
T13284,U090,,Expense,Utilities,32.0,Card,Pune,Grocery shopping,,,,,Expense
T13099,U035,,Expense,Entertainment,366.0,Cash,Jaipur,Grocery shopping,,,,,Expense
T07554,U057,2022-11-05,Income,Bonus,69315.0,Cash,Chennai,Paid electricity bill via app,2022.0,11.0,5.0,Saturday,Income
T09196,U118,,Expense,Travel,-786.0,Bank transfer,Bengaluru,Netflix subscription ,,,,,Expense
T08216,U051,,Income,Salary,42490.0,Cash,Kolkata,Grocery shopping,,,,,Income
T11884,U077,,Expense,Food,642.0,Cash,Hyderabad,D3QuRGl5j4yuEvu,,,,,Expense
T06735,U016,,Expense,Travel,614.0,Bank transfer,Hyderabad,Salary ,,,,,Expense
T11126,U054,2022-09-25,Expense,Health,201.0,Cash,Ahmedabad,Netflix subscription,2022.0,9.0,25.0,Sunday,Expense
T09160,U129,,Expense,Travel,182.0,Bank transfer,Delhi,Course fee,,,,,Expense
T03666,U065,2022-06-20,Expense,Entertainment,465.0,Bank transfer,Delhi,Dinner at resto,2022.0,6.0,20.0,Monday,Expense
T02411,U059,,Expense,Rent,1253.0,UPI,Jaipur,Netflix subscription via app,,,,,Expense
T00296,U082,2019-09-16,Expense,Food,527.0,Bank transfer,Pune,Gift,2019.0,9.0,16.0,Monday,Expense
T04299,U138,2022-12-13,Expense,Rent,457.0,UPI,Mumbai,Gift,2022.0,12.0,13.0,Tuesday,Expense
T00859,U091,,Expense,Entertainment,135.0,UPI,Hyderabad,uGLMTS2HW,,,,,Expense
T04402,U165,,Expense,Food,6543.0,Cash,Pune,Paid electricity bill late,,,,,Expense
T08652,U162,,Expense,Travel,1713.0,Cash,Jaipur,Gift,,,,,Expense
T13750,U057,2021-04-15,Expense,Savings,45.0,UPI,Mumbai,Doctor visit,2021.0,4.0,15.0,Thursday,Expense
T08158,U112,2020-11-01,Expense,Rent,72.0,Cash,Jaipur,Gift via app,2020.0,11.0,1.0,Sunday,Expense
T03941,U181,,Expense,Food,462.0,UPI,Chennai,Salary,,,,,Expense
T03627,U165,,Expense,Food,1220.0,Card,Bengaluru,Uber to office,,,,,Expense
T09082,U100,,Expense,Entertainment,70.0,Cash,Mumbai,,,,,,Expense
T11961,U143,,Expense,Savings,50.0,Bank transfer,Pune,Salary late,,,,,Expense
T04197,U143,,Expense,Travel,184.0,Card,Hyderabad,Uber to office,,,,,Expense
T04647,U088,,Expense,Rent,2081.0,Bank transfer,Hyderabad,Netflix subscription,,,,,Expense
T06193,U122,,Income,Bonus,55407.0,Cash,Bengaluru,Dinner at resto ,,,,,Income
T02800,U167,,Expense,Food,111.0,Cash,Bengaluru,Grocery shopping cash,,,,,Expense
T08614,U088,2021-12-05,Expense,Rent,437.0,Bank transfer,Mumbai,Dinner at resto cash,2021.0,12.0,5.0,Sunday,Expense
T13650,U082,,Expense,Food,999999.0,Card,Hyderabad,Course fee late,,,,,Expense
T11459,U027,,Income,Bonus,72765.0,Bank transfer,Bengaluru,Salary ,,,,,Income
T05986,U045,,Income,Salary,53363.0,Bank transfer,Jaipur,Grocery shopping,,,,,Income
T00664,U148,,Expense,Rent,278.0,Cash,Pune,Paid electricity bill,,,,,Expense
T03553,U182,,Expense,Food,374.0,Bank transfer,Mumbai,Dinner at resto,,,,,Expense
T14023,U034,,Income,Bonus,47686.0,Cash,Ahmedabad,Grocery shopping,,,,,Income
T07420,U147,,Expense,Utilities,356.0,Cash,Chennai,Course fee,,,,,Expense
T06012,U038,2020-04-12,Expense,Utilities,160.0,Cash,Mumbai,Gift late,2020.0,4.0,12.0,Sunday,Expense
T09541,U036,,Expense,Rent,234.0,Cash,Lucknow,,,,,,Expense
T14704,U001,,Income,Other income,55351.0,Card,Jaipur,Gift,,,,,Income
T06040,U077,,Expense,Food,1443.0,Nan,Lucknow,Monthly rent,,,,,Expense
T00853,U099,,Expense,Others,12728.0,Bank transfer,Pune,Doctor visit,,,,,Expense
T08215,U007,,Expense,Entertainment,1972.0,UPI,,Course fee,,,,,Expense
T02701,U098,,Expense,Rent,969.0,Card,Ahmedabad,Salary,,,,,Expense
T10274,U087,,Expense,Food,666.0,UPI,Bengaluru,Monthly rent,,,,,Expense
T07840,U116,,Expense,Rent,262.0,Card,Ahmedabad,,,,,,Expense
T14038,U170,,Income,Bonus,58814.0,Bank transfer,Hyderabad,Netflix subscription via app,,,,,Income
T04166,U074,,Expense,Travel,4409.0,UPI,Kolkata,Course fee,,,,,Expense
T06260,U142,,Expense,Food,261.0,Card,Mumbai,Salary,,,,,Expense
T12568,U114,,Income,Bonus,66594.0,Card,Kolkata,TcWJmtPa,,,,,Income
T13611,U169,,Expense,Utilities,276.0,UPI,Mumbai,NxH69Odw2,,,,,Expense
T01558,U025,,Expense,Food,201.0,Card,Mumbai,,,,,,Expense
T01152,U142,,Income,Bonus,54405.0,Bank transfer,Mumbai,Monthly rent via app,,,,,Income
T11060,U111,,Expense,Rent,2070.0,Bank transfer,Pune,Dinner at resto ,,,,,Expense
T06138,U134,,Expense,Food,400.0,Cash,Bengaluru,Gift cash,,,,,Expense
T14362,U014,,Expense,Travel,77.0,Cash,Hyderabad,Uber to office ,,,,,Expense
T09447,U027,,Expense,Others,103.0,Bank transfer,Ahmedabad,ezebfSjgbIcK3D,,,,,Expense
T02373,U051,,Expense,Food,,Card,Mumbai,Doctor visit,,,,,Expense
T03813,U157,,Expense,Food,404.0,Bank transfer,Jaipur,NUGOxY5uEE6VGxC6Dd,,,,,Expense
T11745,U117,,Expense,Rent,360.0,Bank transfer,Bengaluru,Grocery shopping,,,,,Expense
T10177,U005,,Income,Bonus,76426.0,Bank transfer,Kolkata,Salary,,,,,Income
T01467,U006,2020-05-09,Expense,Food,1012.0,UPI,Delhi,oUUq1sbTZ0KCLrWUTx,2020.0,5.0,9.0,Saturday,Expense
T14435,U068,,Expense,Food,1000.0,UPI,Delhi,Dinner at resto,,,,,Expense
T13053,U037,2021-04-22,Expense,Entertainment,905.0,Bank transfer,Ahmedabad,Paid electricity bill,2021.0,4.0,22.0,Thursday,Expense
T00150,U146,,Expense,Savings,448.0,Bank transfer,Mumbai,Course fee,,,,,Expense
T03858,U033,,Expense,Travel,581.0,UPI,Lucknow,Salary,,,,,Expense
T03914,U034,,Expense,Travel,645.0,Cash,Chennai,Netflix subscription ,,,,,Expense
T14175,U093,,Expense,Food,215.0,Card,Kolkata,Paid electricity bill cash,,,,,Expense
T01296,U046,,Expense,Rent,611.0,Card,Kolkata,Doctor visit ,,,,,Expense
T06180,U165,,Expense,Heealth,164.0,Bank transfer,,Salary,,,,,Expense
T05243,U190,,Expense,Travel,303.0,UPI,Kolkata,Course fee ,,,,,Expense
T14571,U087,,Expense,Food,2228.0,Cash,Mumbai,Paid electricity bill,,,,,Expense
T14344,U163,,Expense,Rent,255.0,Cash,Delhi,Salary,,,,,Expense
T11456,U076,,Expense,Nan,356.0,Cash,Chennai,Dinner at resto,,,,,Expense
T07828,U160,,Expense,Food,207.0,Bank transfer,Kolkata,Monthly rent,,,,,Expense
T13967,U080,,Expense,Food,87.0,Bank transfer,Kolkata,,,,,,Expense
T06118,U054,,Expense,Food,584.0,Card,Delhi,Course fee,,,,,Expense
T00510,U117,,Expense,Food,248.0,Card,Kolkata,Gift cash,,,,,Expense
T01678,U160,,Income,Other income,45533.0,Bank transfer,Mumbai,Salary ,,,,,Income
T09154,U150,,Expense,Entertainment,5781.0,Cash,Delhi,Salary,,,,,Expense
T03831,U108,,Income,Salary,75900.0,UPI,Bengaluru,Monthly rent ,,,,,Income
T07383,U107,,Expense,Food,304.0,Cash,Hyderabad,Gift,,,,,Expense
T08078,U041,,Expense,Rent,1342.0,Cash,Hyderabad,Uber to office,,,,,Expense
T04819,U004,,Expense,Food,476.0,Cash,Ahmedabad,Gift cash,,,,,Expense
T14085,U099,,Expense,Food,1836.0,UPI,Pune,Monthly rent cash,,,,,Expense
T00022,U118,2022-04-16,Expense,Entertainment,92.0,Bank transfer,Kolkata,Paid electricity bill,2022.0,4.0,16.0,Saturday,Expense
T10567,U076,,Expense,Rent,1625.0,Card,Jaipur,Salary late,,,,,Expense
T14763,U052,,Income,Salary,57613.0,Card,Delhi,,,,,,Income
T14563,U180,,Expense,Utilities,376.0,UPI,Lucknow,Dinner at resto,,,,,Expense
T13547,U094,2022-03-05,Expense,Rent,92.0,Card,Kolkata,Gift,2022.0,3.0,5.0,Saturday,Expense
T13093,U138,,Expense,Travel,130.0,Bank transfer,hyderabad,Course fee,,,,,Expense
T01858,U105,,Expense,Food,252.0,Cash,Ahmedabad,Salary,,,,,Expense
T10924,U145,,Expense,Entertainment,98.0,Nan,Mumbai,Dinner at resto,,,,,Expense
T02472,U167,,Expense,Entertainment,1410.0,Card,,,,,,,Expense
T07306,U060,,Expense,Rent,105.0,UPI,Lucknow,Doctor visit,,,,,Expense
T06963,U095,,Expense,Rent,149.0,Cash,Chennai,GicUyo3QZlua,,,,,Expense
T12875,U027,2019-02-14,Expense,Nan,1460.0,UPI,Chennai,Doctor visit,2019.0,2.0,14.0,Thursday,Expense
T06349,U190,,Income,Other income,71181.0,UPI,Delhi,Netflix subscription,,,,,Income
T01869,U105,,Expense,Food,580.0,Bank transfer,Pune,Netflix subscription,,,,,Expense
T00985,U044,,Expense,Rent,545.0,Bank transfer,Kolkata,Uber to office,,,,,Expense
T09184,U132,,Expense,Food,109.0,Bank transfer,Bengaluru,Gift,,,,,Expense
T06622,U144,,Expense,Food,80.0,Card,Lucknow,Salary,,,,,Expense
T05046,U101,,Income,Bonus,55448.0,Cash,Bengaluru,OkSl27OasapS6rCA,,,,,Income
T00918,U099,,Expense,Savings,192.0,UPI,Lucknow,Grocery shopping,,,,,Expense
T06236,U133,,Expense,Others,240.0,Bank transfer,bengaluru,Monthly rent,,,,,Expense
T09928,U068,,Expense,Entertainment,126.0,Card,ahmedabad,Salary,,,,,Expense
T02675,U074,,Expense,Rent,1629.0,Cash,Lucknow,Doctor visit cash,,,,,Expense
T01344,U001,2021-03-29,Expense,Food,439.0,UPI,Hyderabad,Gift,2021.0,3.0,29.0,Monday,Expense
T02538,U182,,Expense,Travel,3284.0,UPI,Delhi,Paid electricity bill late,,,,,Expense
T04980,U100,,Expense,Rnt,458.0,Cash,Bengaluru,Grocery shopping,,,,,Expense
T13525,U063,,Expense,Rent,1433.0,Card,Delhi,Grocery shopping late,,,,,Expense
T06364,U010,,Expense,Rent,384.0,Card,Jaipur,,,,,,Expense
T10523,U156,,Expense,Food,127.0,UPI,Ahmedabad,Grocery shopping,,,,,Expense
T04355,U002,,Expense,Food,7359.0,UPI,Jaipur,Salary,,,,,Expense
T02860,U110,,Expense,Rent,3077.0,Cash,Delhi,Doctor visit,,,,,Expense
T04245,U177,,Expense,Others,88.0,Card,Delhi,Doctor visit late,,,,,Expense
T12164,U102,2020-03-02,Expense,Travel,20.0,Bank transfer,Hyderabad,Netflix subscription cash,2020.0,3.0,2.0,Monday,Expense
T11688,U086,,Expense,Rent,1499.0,Cash,Hyderabad,Grocery shopping,,,,,Expense
T00623,U004,,Expense,Food,3930.0,Cash,Jaipur,Dinner at resto,,,,,Expense
T02039,U050,,Expense,Rent,488.0,Cash,Kolkata,,,,,,Expense
T11560,U067,2019-07-12,Expense,Fod,36.0,UPI,Bengaluru,Salary cash,2019.0,7.0,12.0,Friday,Expense
T13514,U046,,Expense,Entertainment,288.0,UPI,Bengaluru,Uber to office,,,,,Expense
T10594,U120,,Expense,Food,5400.0,Bank transfer,Delhi,Doctor visit,,,,,Expense
T14728,U090,,Expense,Food,374.0,Card,Pune,Paid electricity bill late,,,,,Expense
T12667,U054,,Expense,Food,365.0,UPI,Pune,Uber to office,,,,,Expense
T09304,U025,2020-05-25,Expense,Food,4318.0,Bank transfer,Ahmedabad,Salary ,2020.0,5.0,25.0,Monday,Expense
T07568,U025,,Expense,Entertainment,298.0,Card,Jaipur,hBz81no7L1,,,,,Expense
T00739,U076,2020-12-28,Expense,Foodd,902.0,Cash,Bengaluru,Dinner at resto ,2020.0,12.0,28.0,Monday,Expense
T05847,U154,,Expense,Food,424.0,Nan,Kolkata,Netflix subscription via app,,,,,Expense
T03798,U044,,Expense,Travel,428.0,UPI,Chennai,RNhdIbmIwXfsOTAot,,,,,Expense
T01170,U116,2020-08-25,Expense,Food,133.0,Cash,Lucknow,Paid electricity bill late,2020.0,8.0,25.0,Tuesday,Expense
T03447,U167,,Income,Salary,49111.0,UPI,Lucknow,Dinner at resto ,,,,,Income
T00195,U137,,Expense,Food,47.0,Card,Pune,mAwEWPOy3LrS,,,,,Expense
T06539,U183,,Expense,Traveel,2106.0,Bank transfer,Jaipur,,,,,,Expense
T06924,U180,,Expense,Health,1327.0,Bank transfer,Lucknow,Netflix subscription,,,,,Expense
T10317,U187,,Expense,Rent,92.0,Card,Jaipur,Paid electricity bill,,,,,Expense
T05222,U056,,Expense,Others,77.0,Card,Ahmedabad,Paid electricity bill,,,,,Expense
T06050,U029,,Expense,Food,67.0,UPI,Lucknow,Ww2oL2xdhiC,,,,,Expense
T05758,U101,,Expense,Fod,1087.0,Cash,Lucknow,Doctor visit,,,,,Expense
T09114,U114,,Expense,Food,236.0,UPI,Ahmedabad,Netflix subscription ,,,,,Expense
T03102,U170,2022-12-12,Expense,Rent,1016.0,UPI,Jaipur,Doctor visit cash,2022.0,12.0,12.0,Monday,Expense
T08320,U170,,Expense,Utilities,162.0,UPI,Hyderabad,Paid electricity bill,,,,,Expense
T01815,U099,,Expense,Entertainment,,Card,Mumbai,Gift via app,,,,,Expense
T14981,U173,,Expense,Rennt,661.0,Bank transfer,Ahmedabad,Course fee,,,,,Expense
T07764,U067,2020-04-17,Expense,Food,640.0,Bank transfer,Delhi,Paid electricity bill,2020.0,4.0,17.0,Friday,Expense
T14226,U057,2022-04-22,Expense,Entertainment,822.0,Bank transfer,Hyderabad,Doctor visit,2022.0,4.0,22.0,Friday,Expense
T10402,U073,,Expense,Rent,353.0,Bank transfer,Pune,Monthly rent,,,,,Expense
T14082,U110,2020-07-26,Expense,Utilities,106.0,Card,Chennai,Course fee,2020.0,7.0,26.0,Sunday,Expense
T07223,U150,2019-08-26,Expense,Food,745.0,Card,Delhi,Gift,2019.0,8.0,26.0,Monday,Expense
T03438,U076,,Expense,Travel,1037.0,Bank transfer,Mumbai,Paid electricity bill cash,,,,,Expense
T04552,U035,,Expense,Entertainment,1643.0,Bank transfer,Lucknow,Grocery shopping,,,,,Expense
T09261,U060,,Expense,Food,332.0,Nan,Delhi,Netflix subscription,,,,,Expense
T05553,U039,,Expense,Entertainment,177.0,Card,Delhi,,,,,,Expense
T05731,U128,,Income,Salary,58158.0,Card,bengaluru,Doctor visit,,,,,Income
T07944,U092,,Expense,Ret,394.0,Cash,Kolkata,Salary ,,,,,Expense
T06906,U175,,Expense,Entertainment,12.0,Card,Bengaluru,Doctor visit,,,,,Expense
T04096,U094,,Income,Salary,82077.0,Cash,Kolkata,Netflix subscription,,,,,Income
T04852,U035,2020-12-30,Income,Other income,42452.0,Bank transfer,Chennai,Grocery shopping,2020.0,12.0,30.0,Wednesday,Income
T09939,U066,2020-07-21,Expense,Rent,104.0,Card,Lucknow,,2020.0,7.0,21.0,Tuesday,Expense
T03254,U067,,Expense,Savings,501.0,UPI,Ahmedabad,Course fee,,,,,Expense
T13971,U171,,Expense,Travel,41.0,UPI,Bengaluru,Grocery shopping,,,,,Expense
T09428,U029,,Expense,Entertainment,216.0,Cash,,Uber to office,,,,,Expense
T07384,U080,,Expense,Rent,11680.0,Bank transfer,Chennai,Doctor visit,,,,,Expense
T01761,U140,,Expense,Food,166.0,UPI,Delhi,Doctor visit,,,,,Expense
T05869,U145,,Expense,Food,113.0,Cash,Lucknow,Course fee,,,,,Expense
T04432,U144,,Expense,Utilities,1086.0,Card,DELHI,Doctor visit,,,,,Expense
T05136,U174,,Expense,Travel,1339.0,Cash,Lucknow,Doctor visit,,,,,Expense
T04320,U032,,Expense,Foood,1678.0,Card,Kolkata,Salary ,,,,,Expense
T05937,U043,,Expense,Travel,258.0,Card,Jaipur,Gift,,,,,Expense
T14623,U192,2020-09-29,Expense,Food,2152.0,Cash,Ahmedabad,Salary,2020.0,9.0,29.0,Tuesday,Expense
T10538,U004,,Expense,Rent,1215.0,UPI,Kolkata,rChxJ1egv,,,,,Expense
T09513,U163,,Expense,Rent,143.0,Cash,Chennai,Grocery shopping,,,,,Expense
T13231,U141,,Expense,Travel,365.0,UPI,Hyderabad,Monthly rent,,,,,Expense
T02273,U139,,Expense,Retn,51.0,Card,Delhi,Doctor visit,,,,,Expense
T12200,U042,2019-01-05,Expense,Rent,592.0,UPI,Bengaluru,Monthly rent,2019.0,1.0,5.0,Saturday,Expense
T14986,U070,,Expense,Food,2845.0,Card,jaipur,7wKMnd5nQMm6YKPClcCr,,,,,Expense
T09330,U121,,Expense,Food,127.0,Bank transfer,mumbai,Doctor visit,,,,,Expense
T08255,U095,,Expense,Othhers,892.0,Cash,Chennai,Gift,,,,,Expense
T13495,U119,2021-06-08,Expense,Food,255.0,Bank transfer,Lucknow,Uber to office,2021.0,6.0,8.0,Tuesday,Expense
T01739,U121,2020-01-19,Expense,Utilities,65.0,UPI,Chennai,Uber to office,2020.0,1.0,19.0,Sunday,Expense
T00876,U157,,Income,Other income,77536.0,Cash,Jaipur,Uber to office,,,,,Income
T10893,U159,,Expense,Rent,746.0,Card,Mumbai,7WfVwD83,,,,,Expense
T10807,U052,,Expense,Food,336.0,UPI,Mumbai,,,,,,Expense
T09983,U088,,Expense,Travel,195.0,Cash,Mumbai,Dinner at resto,,,,,Expense
T11728,U006,,Expense,Food,1796.0,Bank transfer,Pune,Dinner at resto,,,,,Expense
T01924,U141,,Expense,Rent,85.0,Bank transfer,Hyderabad,Netflix subscription ,,,,,Expense
T07037,U145,,Expense,Rent,72.0,UPI,Lucknow,Doctor visit,,,,,Expense
T04582,U091,,Expense,Utilities,312.0,Card,Jaipur,Gift,,,,,Expense
T13674,U088,,Expense,Asvings,431.0,Card,Lucknow,Dinner at resto,,,,,Expense
T13389,U043,,Expense,Food,298.0,Cash,jaipur,Doctor visit,,,,,Expense
T12199,U125,,Expense,Food,1125.0,Bank transfer,Ahmedabad,Grocery shopping ,,,,,Expense
T09318,U138,,Expense,Utilities,711.0,Card,Delhi,Dinner at resto,,,,,Expense
T11109,U151,,Income,Bonus,55467.0,Bank transfer,Ahmedabad,Monthly rent late,,,,,Income
T09597,U050,,Expense,Savings,56.0,Card,,Netflix subscription,,,,,Expense
T12241,U039,2019-06-02,Income,Bonus,75939.0,Cash,Kolkata,Grocery shopping,2019.0,6.0,2.0,Sunday,Income
T00895,U014,,Expense,Entertainment,802.0,Bank transfer,Bengaluru,Uber to office via app,,,,,Expense
T00477,U014,,Expense,Entertainment,936.0,UPI,Kolkata,Dinner at resto,,,,,Expense
T02752,U009,,Expense,Travel,604.0,UPI,Ahmedabad,Paid electricity bill,,,,,Expense
T08638,U042,,Income,Other income,48672.0,Cash,Ahmedabad,Course fee,,,,,Income
T05454,U163,,Expense,Others,1553.0,UPI,Pune,PzHzCcU4si,,,,,Expense
T09266,U106,,Income,Other income,36590.0,UPI,Pune,Paid electricity bill,,,,,Income
T09629,U171,,Expense,Travel,2704.0,UPI,Kolkata,Doctor visit,,,,,Expense
T03710,U173,,Expense,Rent,3307.0,Cash,Kolkata,Gift ,,,,,Expense
T06499,U143,,Expense,Utilities,77.0,UPI,,Uber to office,,,,,Expense
T06804,U015,,Expense,Food,367.0,Cash,Chennai,Gift late,,,,,Expense
T04195,U023,,Expense,Othhers,44.0,Bank transfer,Mumbai,Uber to office,,,,,Expense
T10176,U114,,Income,Bonus,48080.0,Cash,Hyderabad,Salary ,,,,,Income
T06306,U133,,Expense,Utilities,995.0,UPI,Jaipur,Salary,,,,,Expense
T09306,U123,2022-10-27,Income,Bonus,43933.0,Bank transfer,Bengaluru,Gift,2022.0,10.0,27.0,Thursday,Income
T09869,U043,,Income,Bonus,60047.0,Card,,Uber to office,,,,,Income
T12573,U165,,Expense,Food,715.0,UPI,hyderabad,Salary late,,,,,Expense
T08097,U168,,Expense,Entertainment,2154.0,UPI,Chennai,Monthly rent,,,,,Expense
T02142,U022,,Expense,Utilitise,736.0,Card,Pune,Doctor visit,,,,,Expense
T11208,U131,,Expense,Food,2103.0,UPI,Hyderabad,Salary ,,,,,Expense
T10413,U151,,Expense,Travel,567.0,Card,Bengaluru,Salary,,,,,Expense
T02452,U049,,Expense,Rent,1107.0,Card,mumbai,Monthly rent,,,,,Expense
T10965,U138,,Expense,Utilities,757.0,Bank transfer,Jaipur,Dinner at resto,,,,,Expense
T13362,U072,,Expense,Food,668.0,Bank transfer,Mumbai,Grocery shopping cash,,,,,Expense
T09776,U016,,Expense,Entertainment,100.0,Card,Mumbai,Doctor visit,,,,,Expense
T06457,U153,,Expense,Rent,784.0,Cash,Bengaluru,SVGjFupg3FXJxUf5Q7Pq,,,,,Expense
T05076,U106,,Income,Other income,55665.0,Cash,Kolkata,Course fee via app,,,,,Income
T04627,U002,,Expense,Utilities,5966.0,UPI,Chennai,Dinner at resto,,,,,Expense
T03930,U081,,Expense,Entertainment,287.0,Cash,Chennai,Doctor visit,,,,,Expense
T05451,U113,,Expense,Rent,40.0,UPI,,,,,,,Expense
T03479,U064,,Expense,Travel,531.0,UPI,Bengaluru,,,,,,Expense
T11980,U177,,Expense,Food,4266.0,Card,Ahmedabad,Grocery shopping,,,,,Expense
T10973,U183,,Expense,Rent,1266.0,Cash,Kolkata,Paid electricity bill,,,,,Expense
T12236,U093,,Income,Salary,76476.0,UPI,Jaipur,Dinner at resto ,,,,,Income
T05563,U073,,Expense,Travel,127.0,Cash,bengaluru,Course fee,,,,,Expense
T14003,U179,,Expense,Entertainment,1025.0,UPI,Pune,Monthly rent,,,,,Expense
T07649,U126,,Expense,Rent,4504.0,UPI,Pune,Monthly rent,,,,,Expense
T04063,U020,,Expense,Health,654.0,Bank transfer,Delhi,Netflix subscription,,,,,Expense
T04727,U109,,Expense,Education,776.0,Bank transfer,Lucknow,Course fee,,,,,Expense
T12696,U192,2021-07-06,Expense,Health,552.0,Cash,Ahmedabad,Course fee,2021.0,7.0,6.0,Tuesday,Expense
T00676,U052,,Expense,Utilities,149.0,Bank transfer,Chennai,Netflix subscription,,,,,Expense
T08997,U011,,Income,Other income,26018.0,Cash,,Grocery shopping,,,,,Income
T07875,U042,,Expense,Food,47.0,Bank transfer,pune,Paid electricity bill late,,,,,Expense
T10065,U159,,Expense,Utilities,308.0,Bank transfer,Chennai,,,,,,Expense
T03560,U066,,Expense,Rent,152.0,Card,Ahmedabad,,,,,,Expense
T04756,U029,,Expense,Entertainment,315.0,UPI,Delhi,,,,,,Expense
T05854,U092,,Expense,Travle,341.0,Card,Chennai,vZ431GtAo9cUy,,,,,Expense
T13358,U044,,Expense,Utilities,298.0,UPI,Bengaluru,Monthly rent cash,,,,,Expense
T02969,U180,,Expense,Utilities,250.0,Bank transfer,Mumbai,Doctor visit via app,,,,,Expense
T03078,U102,,Expense,Others,991.0,Bank transfer,Chennai,hBDi272nn,,,,,Expense
T06825,U179,,Expense,Education,326.0,Cash,Pune,Doctor visit,,,,,Expense
T10345,U143,,Expense,Travel,279.0,Card,Jaipur,Course fee late,,,,,Expense
T14525,U156,2022-10-11,Expense,Food,45.0,Bank transfer,Bengaluru,Paid electricity bill ,2022.0,10.0,11.0,Tuesday,Expense
T01179,U007,,Income,Other income,56722.0,Cash,Kolkata,GdkfctB7hPYDs,,,,,Income
T13983,U006,,Expense,Healt,154.0,Bank transfer,,Paid electricity bill,,,,,Expense
T01141,U094,,Expense,Rent,226.0,UPI,Hyderabad,Uber to office,,,,,Expense
T05637,U110,,Expense,Food,949.0,Cash,Hyderabad,Paid electricity bill,,,,,Expense
T05464,U146,,Expense,Education,3783.0,UPI,Delhi,Dinner at resto,,,,,Expense
T02022,U151,,Expense,Rent,63.0,UPI,Ahmedabad,,,,,,Expense
T07548,U172,,Expense,Food,345.0,Bank transfer,HYDERABAD,Paid electricity bill,,,,,Expense
T14629,U056,2020-09-13,Expense,Food,286.0,Card,Ahmedabad,Doctor visit,2020.0,9.0,13.0,Sunday,Expense
T02951,U157,,Expense,Entertainment,2571.0,Cash,Mumbai,Netflix subscription ,,,,,Expense
T09574,U029,2021-10-17,Expense,Rent,286.0,Cash,Bengaluru,Doctor visit,2021.0,10.0,17.0,Sunday,Expense
T02853,U031,,Expense,Others,1582.0,Card,,Paid electricity bill,,,,,Expense
T04348,U185,,Expense,Food,766.0,UPI,Chennai,Doctor visit,,,,,Expense
T00435,U159,,Expense,Entertainment,1976.0,Bank transfer,Bengaluru,Doctor visit cash,,,,,Expense
T02539,U117,2020-09-11,Expense,Health,1062.0,Cash,Lucknow,Uber to office cash,2020.0,9.0,11.0,Friday,Expense
T03761,U094,,Expense,Travel,288.0,UPI,Ahmedabad,Dinner at resto via app,,,,,Expense
T10911,U048,2020-01-27,Expense,Utilities,305.0,UPI,Delhi,Monthly rent,2020.0,1.0,27.0,Monday,Expense
T02182,U125,,Expense,Ffood,2131.0,UPI,Lucknow,Paid electricity bill cash,,,,,Expense
T03577,U106,,Income,Salary,73481.0,Bank transfer,Jaipur,Uber to office cash,,,,,Income
T10396,U099,2022-05-17,Expense,Rent,80.0,Card,Pune,Dinner at resto,2022.0,5.0,17.0,Tuesday,Expense
T10737,U002,,Income,Salary,31992.0,Bank transfer,DELHI,Monthly rent,,,,,Income
T10748,U122,,Expense,Food,1150.0,Cash,Ahmedabad,Grocery shopping cash,,,,,Expense
T07874,U173,,Income,Other income,64532.0,UPI,Hyderabad,Dinner at resto,,,,,Income
T07698,U050,,Expense,Food,297.0,Card,Hyderabad,Grocery shopping,,,,,Expense
T04850,U015,,Income,Other income,50366.0,UPI,Delhi,Uber to office,,,,,Income
T10654,U135,,Expense,Food,278.0,Nan,Pune,Uber to office,,,,,Expense
T11233,U188,2019-05-09,Expense,Others,25.0,Bank transfer,Lucknow,Dinner at resto,2019.0,5.0,9.0,Thursday,Expense
T09228,U081,,Expense,Food,117.0,Cash,Hyderabad,Course fee,,,,,Expense
T02934,U182,,Income,Bonu,51870.0,Cash,Kolkata,Dinner at resto,,,,,Income
T01897,U143,,Expense,Food,619.0,Card,Pune,Monthly rent,,,,,Expense
